transaction_id;transaction_date;transaction_time;transaction_qty;store_location;product_id;unit_price;product_category;product_type
1888;04.01.2023;13:15:45;1;Astoria;50;2,5;Tea;Brewed Black tea
1889;04.01.2023;13:17:22;1;Astoria;31;2,2;Coffee;Gourmet brewed coffee
1890;04.01.2023;13:17:25;2;Astoria;34;2,45;Coffee;Premium brewed coffee
1891;04.01.2023;13:17:56;2;Astoria;48;2,5;Tea;Brewed Black tea
1892;04.01.2023;13:19:45;2;Lower Manhattan;57;3,1;Tea;Brewed Chai tea
1893;04.01.2023;13:19:45;1;Lower Manhattan;73;3,75;Bakery;Pastry
1894;04.01.2023;13:20:51;2;Astoria;23;2,5;Coffee;Drip coffee
1895;04.01.2023;13:26:45;2;Astoria;54;2,5;Tea;Brewed Chai tea
1896;04.01.2023;13:27:17;1;Hell's Kitchen;34;2,45;Coffee;Premium brewed coffee
1897;04.01.2023;13:28:24;1;Lower Manhattan;45;3;Tea;Brewed herbal tea
1898;04.01.2023;13:30:02;2;Astoria;24;3;Coffee;Drip coffee
1899;04.01.2023;13:31:23;1;Astoria;38;3,75;Coffee;Barista Espresso
1900;04.01.2023;13:32:03;1;Astoria;57;3,1;Tea;Brewed Chai tea
1901;04.01.2023;13:39:22;1;Astoria;60;3,75;Drinking Chocolate;Hot chocolate
1902;04.01.2023;13:41:31;2;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee
1903;04.01.2023;13:42:03;2;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea
1904;04.01.2023;13:42:22;2;Hell's Kitchen;45;3;Tea;Brewed herbal tea
1905;04.01.2023;13:44:07;2;Hell's Kitchen;42;2,5;Tea;Brewed herbal tea
1906;04.01.2023;13:44:07;1;Hell's Kitchen;76;3,5;Bakery;Biscotti
1907;04.01.2023;13:44:15;2;Lower Manhattan;31;2,2;Coffee;Gourmet brewed coffee
1908;04.01.2023;13:48:50;2;Astoria;53;3;Tea;Brewed Chai tea
1909;04.01.2023;13:49:07;2;Lower Manhattan;57;3,1;Tea;Brewed Chai tea
1910;04.01.2023;13:49:07;1;Lower Manhattan;76;3,5;Bakery;Biscotti
1911;04.01.2023;13:50:04;2;Astoria;43;3;Tea;Brewed herbal tea
1912;04.01.2023;13:51:18;1;Astoria;44;2,5;Tea;Brewed herbal tea
1913;04.01.2023;13:51:44;2;Astoria;28;2;Coffee;Gourmet brewed coffee
1914;04.01.2023;13:51:59;1;Hell's Kitchen;33;3,5;Coffee;Gourmet brewed coffee
1915;04.01.2023;13:56:40;2;Lower Manhattan;54;2,5;Tea;Brewed Chai tea
1916;04.01.2023;13:57:11;1;Astoria;22;2;Coffee;Drip coffee
1917;04.01.2023;13:57:11;1;Astoria;73;3,75;Bakery;Pastry
1918;04.01.2023;13:57:40;1;Astoria;45;3;Tea;Brewed herbal tea
1919;04.01.2023;13:58:49;2;Astoria;45;3;Tea;Brewed herbal tea
1920;04.01.2023;13:58:53;2;Astoria;41;4,25;Coffee;Barista Espresso
1921;04.01.2023;13:59:57;1;Astoria;53;3;Tea;Brewed Chai tea
1922;04.01.2023;14:02:55;1;Hell's Kitchen;57;3,1;Tea;Brewed Chai tea
1923;04.01.2023;14:03:19;2;Astoria;46;2,5;Tea;Brewed Green tea
1924;04.01.2023;14:03:56;1;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee
1925;04.01.2023;14:04:09;2;Lower Manhattan;40;3,75;Coffee;Barista Espresso
1926;04.01.2023;14:04:09;1;Lower Manhattan;77;3;Bakery;Scone
1927;04.01.2023;14:05:55;1;Lower Manhattan;41;4,25;Coffee;Barista Espresso
1928;04.01.2023;14:07:09;2;Lower Manhattan;42;2,5;Tea;Brewed herbal tea
1929;04.01.2023;14:07:36;2;Astoria;49;3;Tea;Brewed Black tea
1930;04.01.2023;14:08:52;2;Astoria;27;3,5;Coffee;Organic brewed coffee
1931;04.01.2023;14:12:24;2;Astoria;49;3;Tea;Brewed Black tea
1932;04.01.2023;14:13:50;1;Hell's Kitchen;39;4,25;Coffee;Barista Espresso
1933;04.01.2023;14:15:31;2;Lower Manhattan;45;3;Tea;Brewed herbal tea
1934;04.01.2023;14:15:47;2;Hell's Kitchen;44;2,5;Tea;Brewed herbal tea
1935;04.01.2023;14:16:49;2;Lower Manhattan;37;3;Coffee;Barista Espresso
1936;04.01.2023;14:17:15;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
1937;04.01.2023;14:17:50;2;Astoria;30;3;Coffee;Gourmet brewed coffee
1938;04.01.2023;14:19:06;2;Lower Manhattan;59;4,5;Drinking Chocolate;Hot chocolate
1939;04.01.2023;14:19:06;1;Lower Manhattan;71;3,75;Bakery;Pastry
1940;04.01.2023;14:19:28;1;Lower Manhattan;45;3;Tea;Brewed herbal tea
1941;04.01.2023;14:20:56;1;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee
1942;04.01.2023;14:20:56;1;Lower Manhattan;77;3;Bakery;Scone
1943;04.01.2023;14:21:09;1;Astoria;43;3;Tea;Brewed herbal tea
1944;04.01.2023;14:21:46;2;Astoria;53;3;Tea;Brewed Chai tea
1945;04.01.2023;14:24:03;2;Hell's Kitchen;30;3;Coffee;Gourmet brewed coffee
1946;04.01.2023;14:26:56;2;Hell's Kitchen;39;4,25;Coffee;Barista Espresso
1947;04.01.2023;14:28:28;2;Lower Manhattan;36;3,75;Coffee;Premium brewed coffee
1948;04.01.2023;14:28:28;1;Lower Manhattan;72;3,25;Bakery;Scone
1949;04.01.2023;14:31:03;2;Hell's Kitchen;46;2,5;Tea;Brewed Green tea
1950;04.01.2023;14:32:08;1;Hell's Kitchen;49;3;Tea;Brewed Black tea
1951;04.01.2023;14:33:34;2;Lower Manhattan;27;3,5;Coffee;Organic brewed coffee
1952;04.01.2023;14:36:27;1;Astoria;23;2,5;Coffee;Drip coffee
1953;04.01.2023;14:37:07;1;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee
1954;04.01.2023;14:38:03;1;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
1955;04.01.2023;14:38:16;2;Lower Manhattan;60;3,75;Drinking Chocolate;Hot chocolate
1956;04.01.2023;14:39:12;2;Astoria;27;3,5;Coffee;Organic brewed coffee
1957;04.01.2023;14:41:42;1;Astoria;29;2,5;Coffee;Gourmet brewed coffee
1958;04.01.2023;14:42:37;1;Lower Manhattan;27;3,5;Coffee;Organic brewed coffee
1959;04.01.2023;14:42:44;2;Lower Manhattan;49;3;Tea;Brewed Black tea
1960;04.01.2023;14:42:55;2;Hell's Kitchen;87;3;Coffee;Barista Espresso
1961;04.01.2023;14:43:05;2;Hell's Kitchen;26;3;Coffee;Organic brewed coffee
1962;04.01.2023;14:43:52;1;Lower Manhattan;28;2;Coffee;Gourmet brewed coffee
1963;04.01.2023;14:44:00;2;Hell's Kitchen;43;3;Tea;Brewed herbal tea
1964;04.01.2023;14:45:13;1;Astoria;60;3,75;Drinking Chocolate;Hot chocolate
1965;04.01.2023;14:45:36;2;Astoria;45;3;Tea;Brewed herbal tea
1966;04.01.2023;14:46:24;2;Hell's Kitchen;37;3;Coffee;Barista Espresso
1967;04.01.2023;14:46:46;1;Astoria;29;2,5;Coffee;Gourmet brewed coffee
1968;04.01.2023;14:47:54;1;Hell's Kitchen;22;2;Coffee;Drip coffee
1969;04.01.2023;14:48:08;1;Astoria;36;3,75;Coffee;Premium brewed coffee
1970;04.01.2023;14:48:49;2;Hell's Kitchen;60;3,75;Drinking Chocolate;Hot chocolate
1971;04.01.2023;14:49:43;1;Astoria;54;2,5;Tea;Brewed Chai tea
1972;04.01.2023;14:52:17;2;Hell's Kitchen;40;3,75;Coffee;Barista Espresso
1973;04.01.2023;14:53:17;2;Lower Manhattan;33;3,5;Coffee;Gourmet brewed coffee
1974;04.01.2023;14:53:18;2;Astoria;59;4,5;Drinking Chocolate;Hot chocolate
1975;04.01.2023;14:53:18;1;Astoria;76;3,5;Bakery;Biscotti
1976;04.01.2023;14:53:58;1;Hell's Kitchen;22;2;Coffee;Drip coffee
1977;04.01.2023;14:55:28;2;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea
1978;04.01.2023;14:55:44;1;Lower Manhattan;30;3;Coffee;Gourmet brewed coffee
1979;04.01.2023;14:58:07;1;Astoria;47;3;Tea;Brewed Green tea
1980;04.01.2023;14:58:07;1;Astoria;79;3,75;Bakery;Scone
1981;04.01.2023;14:59:16;1;Astoria;48;2,5;Tea;Brewed Black tea
1982;04.01.2023;15:00:14;2;Astoria;36;3,75;Coffee;Premium brewed coffee
1983;04.01.2023;15:00:14;1;Astoria;76;3,5;Bakery;Biscotti
1984;04.01.2023;15:00:47;1;Lower Manhattan;57;3,1;Tea;Brewed Chai tea
1985;04.01.2023;15:02:50;2;Astoria;42;2,5;Tea;Brewed herbal tea
1986;04.01.2023;15:02:50;1;Astoria;70;3,25;Bakery;Scone
1987;04.01.2023;15:03:33;1;Lower Manhattan;61;4,75;Drinking Chocolate;Hot chocolate
1988;04.01.2023;15:03:33;1;Lower Manhattan;74;3,5;Bakery;Biscotti
1989;04.01.2023;15:03:50;2;Hell's Kitchen;37;3;Coffee;Barista Espresso
1990;04.01.2023;15:05:08;1;Astoria;55;4;Tea;Brewed Chai tea
1991;04.01.2023;15:05:41;2;Astoria;35;3,1;Coffee;Premium brewed coffee
1992;04.01.2023;15:06:15;1;Astoria;53;3;Tea;Brewed Chai tea
1993;04.01.2023;15:08:10;2;Astoria;25;2,2;Coffee;Organic brewed coffee
1994;04.01.2023;15:08:17;1;Astoria;58;3,5;Drinking Chocolate;Hot chocolate
1995;04.01.2023;15:14:28;2;Astoria;56;2,55;Tea;Brewed Chai tea
1996;04.01.2023;15:16:24;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
1997;04.01.2023;15:16:29;2;Hell's Kitchen;41;4,25;Coffee;Barista Espresso
1998;04.01.2023;15:17:02;1;Hell's Kitchen;60;3,75;Drinking Chocolate;Hot chocolate
1999;04.01.2023;15:17:31;2;Lower Manhattan;87;3;Coffee;Barista Espresso
2000;04.01.2023;15:20:25;2;Astoria;45;3;Tea;Brewed herbal tea
2001;04.01.2023;15:20:29;1;Hell's Kitchen;36;3,75;Coffee;Premium brewed coffee
2002;04.01.2023;15:23:38;1;Hell's Kitchen;39;4,25;Coffee;Barista Espresso
2003;04.01.2023;15:24:40;2;Hell's Kitchen;31;2,2;Coffee;Gourmet brewed coffee
2004;04.01.2023;15:28:03;1;Lower Manhattan;24;3;Coffee;Drip coffee
2005;04.01.2023;15:28:15;2;Lower Manhattan;51;3;Tea;Brewed Black tea
2006;04.01.2023;15:28:24;1;Lower Manhattan;25;2,2;Coffee;Organic brewed coffee
2007;04.01.2023;15:29:26;1;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee
2008;04.01.2023;15:29:26;1;Hell's Kitchen;71;3,75;Bakery;Pastry
2009;04.01.2023;15:29:46;1;Lower Manhattan;61;4,75;Drinking Chocolate;Hot chocolate
2010;04.01.2023;15:30:27;2;Lower Manhattan;24;3;Coffee;Drip coffee
2011;04.01.2023;15:31:42;1;Lower Manhattan;23;2,5;Coffee;Drip coffee
2012;04.01.2023;15:32:02;2;Hell's Kitchen;61;4,75;Drinking Chocolate;Hot chocolate
2013;04.01.2023;15:33:40;1;Hell's Kitchen;59;4,5;Drinking Chocolate;Hot chocolate
2014;04.01.2023;15:34:41;1;Hell's Kitchen;46;2,5;Tea;Brewed Green tea
2015;04.01.2023;15:36:16;2;Astoria;59;4,5;Drinking Chocolate;Hot chocolate
2016;04.01.2023;15:36:30;2;Astoria;42;2,5;Tea;Brewed herbal tea
2017;04.01.2023;15:36:37;2;Hell's Kitchen;34;2,45;Coffee;Premium brewed coffee
2018;04.01.2023;15:36:48;1;Hell's Kitchen;31;2,2;Coffee;Gourmet brewed coffee
2019;04.01.2023;15:36:59;2;Hell's Kitchen;32;3;Coffee;Gourmet brewed coffee
2020;04.01.2023;15:37:05;1;Lower Manhattan;51;3;Tea;Brewed Black tea
2021;04.01.2023;15:37:14;2;Hell's Kitchen;28;2;Coffee;Gourmet brewed coffee
2022;04.01.2023;15:38:23;1;Astoria;34;2,45;Coffee;Premium brewed coffee
2023;04.01.2023;15:41:29;1;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee
2024;04.01.2023;15:43:04;2;Lower Manhattan;52;2,5;Tea;Brewed Chai tea
2025;04.01.2023;15:43:39;2;Astoria;35;3,1;Coffee;Premium brewed coffee
2026;04.01.2023;15:45:17;1;Hell's Kitchen;25;2,2;Coffee;Organic brewed coffee
2027;04.01.2023;15:46:20;2;Lower Manhattan;55;4;Tea;Brewed Chai tea
2028;04.01.2023;15:46:26;2;Lower Manhattan;48;2,5;Tea;Brewed Black tea
2029;04.01.2023;15:46:27;1;Lower Manhattan;27;3,5;Coffee;Organic brewed coffee
2030;04.01.2023;15:47:04;2;Lower Manhattan;49;3;Tea;Brewed Black tea
2031;04.01.2023;15:47:33;2;Astoria;29;2,5;Coffee;Gourmet brewed coffee
2032;04.01.2023;15:50:29;2;Astoria;51;3;Tea;Brewed Black tea
2033;04.01.2023;15:53:23;1;Astoria;23;2,5;Coffee;Drip coffee
2034;04.01.2023;15:53:46;2;Hell's Kitchen;36;3,75;Coffee;Premium brewed coffee
2035;04.01.2023;16:01:13;2;Astoria;22;2;Coffee;Drip coffee
2036;04.01.2023;16:01:13;1;Astoria;72;3,25;Bakery;Scone
2037;04.01.2023;16:01:23;2;Astoria;61;4,75;Drinking Chocolate;Hot chocolate
2038;04.01.2023;16:03:45;2;Lower Manhattan;35;3,1;Coffee;Premium brewed coffee
2039;04.01.2023;16:04:26;2;Hell's Kitchen;27;3,5;Coffee;Organic brewed coffee
2040;04.01.2023;16:05:44;2;Lower Manhattan;61;4,75;Drinking Chocolate;Hot chocolate
2041;04.01.2023;16:09:43;2;Lower Manhattan;24;3;Coffee;Drip coffee
2042;04.01.2023;16:10:10;2;Astoria;50;2,5;Tea;Brewed Black tea
2043;04.01.2023;16:11:27;2;Astoria;44;2,5;Tea;Brewed herbal tea
2044;04.01.2023;16:11:46;2;Astoria;47;3;Tea;Brewed Green tea
2045;04.01.2023;16:13:54;1;Lower Manhattan;24;3;Coffee;Drip coffee
2046;04.01.2023;16:26:38;1;Astoria;32;3;Coffee;Gourmet brewed coffee
2047;04.01.2023;16:30:33;1;Astoria;45;3;Tea;Brewed herbal tea
2048;04.01.2023;16:34:43;2;Astoria;34;2,45;Coffee;Premium brewed coffee
2049;04.01.2023;16:37:30;1;Hell's Kitchen;58;3,5;Drinking Chocolate;Hot chocolate
2050;04.01.2023;16:38:01;2;Hell's Kitchen;27;3,5;Coffee;Organic brewed coffee
2051;04.01.2023;16:44:46;1;Astoria;25;2,2;Coffee;Organic brewed coffee
2052;04.01.2023;16:46:58;1;Astoria;22;2;Coffee;Drip coffee
2053;04.01.2023;16:51:38;1;Astoria;22;2;Coffee;Drip coffee
2054;04.01.2023;16:54:23;2;Lower Manhattan;52;2,5;Tea;Brewed Chai tea
2055;04.01.2023;16:58:22;1;Astoria;51;3;Tea;Brewed Black tea
2056;04.01.2023;16:58:22;1;Astoria;71;3,75;Bakery;Pastry
2057;04.01.2023;16:58:25;2;Lower Manhattan;56;2,55;Tea;Brewed Chai tea
2058;04.01.2023;16:59:04;2;Lower Manhattan;31;2,2;Coffee;Gourmet brewed coffee
2059;04.01.2023;16:59:50;2;Lower Manhattan;22;2;Coffee;Drip coffee
2060;04.01.2023;17:00:58;2;Lower Manhattan;28;2;Coffee;Gourmet brewed coffee
2061;04.01.2023;17:00:58;1;Lower Manhattan;74;3,5;Bakery;Biscotti
2062;04.01.2023;17:01:03;1;Lower Manhattan;22;2;Coffee;Drip coffee
2063;04.01.2023;17:04:20;1;Astoria;55;4;Tea;Brewed Chai tea
2064;04.01.2023;17:05:39;1;Astoria;31;2,2;Coffee;Gourmet brewed coffee
2065;04.01.2023;17:05:39;1;Astoria;70;3,25;Bakery;Scone
2066;04.01.2023;17:06:42;1;Astoria;36;3,75;Coffee;Premium brewed coffee
2067;04.01.2023;17:08:39;2;Hell's Kitchen;57;3,1;Tea;Brewed Chai tea
2068;04.01.2023;17:08:53;1;Astoria;51;3;Tea;Brewed Black tea
2069;04.01.2023;17:09:28;1;Astoria;28;2;Coffee;Gourmet brewed coffee
2070;04.01.2023;17:09:31;2;Lower Manhattan;43;3;Tea;Brewed herbal tea
2071;04.01.2023;17:11:57;2;Hell's Kitchen;32;3;Coffee;Gourmet brewed coffee
2072;04.01.2023;17:11:57;1;Hell's Kitchen;74;3,5;Bakery;Biscotti
2073;04.01.2023;17:12:09;2;Lower Manhattan;39;4,25;Coffee;Barista Espresso
2074;04.01.2023;17:13:13;2;Lower Manhattan;29;2,5;Coffee;Gourmet brewed coffee
2075;04.01.2023;17:14:30;2;Astoria;46;2,5;Tea;Brewed Green tea
2076;04.01.2023;17:14:56;1;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea
2077;04.01.2023;17:15:02;1;Astoria;55;4;Tea;Brewed Chai tea
2078;04.01.2023;17:17:16;1;Lower Manhattan;45;3;Tea;Brewed herbal tea
2079;04.01.2023;17:17:50;2;Astoria;43;3;Tea;Brewed herbal tea
2080;04.01.2023;17:19:14;1;Astoria;52;2,5;Tea;Brewed Chai tea
2081;04.01.2023;17:19:53;2;Hell's Kitchen;34;2,45;Coffee;Premium brewed coffee
2082;04.01.2023;17:22:29;1;Astoria;36;3,75;Coffee;Premium brewed coffee
2083;04.01.2023;17:26:44;1;Hell's Kitchen;45;3;Tea;Brewed herbal tea
2084;04.01.2023;17:27:18;2;Astoria;59;4,5;Drinking Chocolate;Hot chocolate
2085;04.01.2023;17:28:24;2;Lower Manhattan;38;3,75;Coffee;Barista Espresso
2086;04.01.2023;17:28:46;2;Astoria;56;2,55;Tea;Brewed Chai tea
2087;04.01.2023;17:28:46;1;Astoria;71;3,75;Bakery;Pastry
2088;04.01.2023;17:29:32;2;Hell's Kitchen;47;3;Tea;Brewed Green tea
2089;04.01.2023;17:30:15;1;Lower Manhattan;42;2,5;Tea;Brewed herbal tea
2090;04.01.2023;17:32:02;2;Astoria;56;2,55;Tea;Brewed Chai tea
2091;04.01.2023;17:32:15;2;Lower Manhattan;51;3;Tea;Brewed Black tea
2092;04.01.2023;17:34:26;1;Lower Manhattan;40;3,75;Coffee;Barista Espresso
2093;04.01.2023;17:36:27;1;Astoria;36;3,75;Coffee;Premium brewed coffee
2094;04.01.2023;17:36:35;2;Hell's Kitchen;46;2,5;Tea;Brewed Green tea
2095;04.01.2023;17:36:44;2;Lower Manhattan;27;3,5;Coffee;Organic brewed coffee
2096;04.01.2023;17:36:44;1;Lower Manhattan;73;3,75;Bakery;Pastry
2097;04.01.2023;17:41:06;1;Astoria;49;3;Tea;Brewed Black tea
2098;04.01.2023;17:41:18;1;Astoria;31;2,2;Coffee;Gourmet brewed coffee
2099;04.01.2023;17:42:33;1;Astoria;23;2,5;Coffee;Drip coffee
2100;04.01.2023;17:45:57;2;Lower Manhattan;50;2,5;Tea;Brewed Black tea
2101;04.01.2023;17:48:16;2;Astoria;37;3;Coffee;Barista Espresso
2102;04.01.2023;17:48:33;1;Astoria;35;3,1;Coffee;Premium brewed coffee
2103;04.01.2023;17:48:53;2;Astoria;43;3;Tea;Brewed herbal tea
2104;04.01.2023;17:53:30;1;Astoria;45;3;Tea;Brewed herbal tea
2105;04.01.2023;17:55:41;1;Lower Manhattan;41;4,25;Coffee;Barista Espresso
2106;04.01.2023;17:56:04;1;Astoria;50;2,5;Tea;Brewed Black tea
2107;04.01.2023;17:57:07;2;Hell's Kitchen;25;2,2;Coffee;Organic brewed coffee
2108;04.01.2023;17:57:20;1;Astoria;37;3;Coffee;Barista Espresso
2109;04.01.2023;17:57:20;1;Astoria;73;3,75;Bakery;Pastry
2110;04.01.2023;18:01:25;1;Astoria;27;3,5;Coffee;Organic brewed coffee
2111;04.01.2023;18:01:45;1;Astoria;46;2,5;Tea;Brewed Green tea
2112;04.01.2023;18:01:55;2;Hell's Kitchen;46;2,5;Tea;Brewed Green tea
2113;04.01.2023;18:05:27;1;Astoria;45;3;Tea;Brewed herbal tea
2114;04.01.2023;18:05:27;1;Astoria;72;3,25;Bakery;Scone
2115;04.01.2023;18:07:01;2;Hell's Kitchen;22;2;Coffee;Drip coffee
2116;04.01.2023;18:07:35;2;Astoria;47;3;Tea;Brewed Green tea
2117;04.01.2023;18:11:39;2;Hell's Kitchen;24;3;Coffee;Drip coffee
2118;04.01.2023;18:13:36;1;Lower Manhattan;27;3,5;Coffee;Organic brewed coffee
2119;04.01.2023;18:13:36;1;Lower Manhattan;71;3,75;Bakery;Pastry
2120;04.01.2023;18:14:04;2;Lower Manhattan;49;3;Tea;Brewed Black tea
2121;04.01.2023;18:14:04;1;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea
2122;04.01.2023;18:15:43;2;Lower Manhattan;40;3,75;Coffee;Barista Espresso
2123;04.01.2023;18:16:20;2;Astoria;50;2,5;Tea;Brewed Black tea
2124;04.01.2023;18:16:20;1;Astoria;23;2,5;Coffee;Drip coffee
2125;04.01.2023;18:18:00;2;Hell's Kitchen;57;3,1;Tea;Brewed Chai tea
2126;04.01.2023;18:22:09;1;Lower Manhattan;35;3,1;Coffee;Premium brewed coffee
2127;04.01.2023;18:22:09;1;Lower Manhattan;69;3,25;Bakery;Biscotti
2128;04.01.2023;18:23:26;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
2129;04.01.2023;18:24:17;1;Astoria;60;3,75;Drinking Chocolate;Hot chocolate
2130;04.01.2023;18:25:40;1;Hell's Kitchen;47;3;Tea;Brewed Green tea
2131;04.01.2023;18:26:05;1;Astoria;26;3;Coffee;Organic brewed coffee
2132;04.01.2023;18:28:20;2;Lower Manhattan;22;2;Coffee;Drip coffee
2133;04.01.2023;18:28:20;1;Lower Manhattan;73;3,75;Bakery;Pastry
2134;04.01.2023;18:28:52;1;Astoria;52;2,5;Tea;Brewed Chai tea
2135;04.01.2023;18:29:20;2;Hell's Kitchen;53;3;Tea;Brewed Chai tea
2136;04.01.2023;18:32:45;2;Astoria;40;3,75;Coffee;Barista Espresso
2137;04.01.2023;18:32:45;1;Astoria;79;3,75;Bakery;Scone
2138;04.01.2023;18:33:47;2;Hell's Kitchen;59;4,5;Drinking Chocolate;Hot chocolate
2139;04.01.2023;18:37:55;2;Astoria;33;3,5;Coffee;Gourmet brewed coffee
2140;04.01.2023;18:42:34;1;Astoria;53;3;Tea;Brewed Chai tea
2141;04.01.2023;18:42:36;2;Hell's Kitchen;44;2,5;Tea;Brewed herbal tea
2142;04.01.2023;18:42:36;1;Hell's Kitchen;69;3,25;Bakery;Biscotti
2143;04.01.2023;18:43:10;1;Hell's Kitchen;42;2,5;Tea;Brewed herbal tea
2144;04.01.2023;18:43:10;1;Hell's Kitchen;72;3,25;Bakery;Scone
2145;04.01.2023;18:43:35;1;Hell's Kitchen;29;2,5;Coffee;Gourmet brewed coffee
2146;04.01.2023;18:45:28;2;Astoria;31;2,2;Coffee;Gourmet brewed coffee
2147;04.01.2023;18:47:31;1;Hell's Kitchen;41;4,25;Coffee;Barista Espresso
2148;04.01.2023;18:48:10;1;Hell's Kitchen;22;2;Coffee;Drip coffee
2149;04.01.2023;18:48:32;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
2150;04.01.2023;18:49:27;2;Hell's Kitchen;57;3,1;Tea;Brewed Chai tea
2151;04.01.2023;18:52:45;2;Hell's Kitchen;29;2,5;Coffee;Gourmet brewed coffee
2152;04.01.2023;18:54:31;1;Hell's Kitchen;87;3;Coffee;Barista Espresso
2153;04.01.2023;18:55:51;2;Hell's Kitchen;51;3;Tea;Brewed Black tea
2154;04.01.2023;18:56:04;1;Hell's Kitchen;25;2,2;Coffee;Organic brewed coffee
2155;04.01.2023;18:56:49;1;Astoria;25;2,2;Coffee;Organic brewed coffee
2156;04.01.2023;18:57:24;1;Hell's Kitchen;45;3;Tea;Brewed herbal tea
2157;04.01.2023;18:57:24;1;Hell's Kitchen;75;3,5;Bakery;Pastry
2158;04.01.2023;18:57:45;2;Hell's Kitchen;47;3;Tea;Brewed Green tea
2159;04.01.2023;18:59:44;2;Hell's Kitchen;59;4,5;Drinking Chocolate;Hot chocolate
2160;04.01.2023;19:01:01;1;Hell's Kitchen;39;4,25;Coffee;Barista Espresso
2161;04.01.2023;19:01:01;1;Hell's Kitchen;76;3,5;Bakery;Biscotti
2162;04.01.2023;19:04:52;1;Astoria;25;2,2;Coffee;Organic brewed coffee
2163;04.01.2023;19:06:07;1;Astoria;57;3,1;Tea;Brewed Chai tea
2164;04.01.2023;19:09:24;1;Astoria;27;3,5;Coffee;Organic brewed coffee
2165;04.01.2023;19:09:29;1;Hell's Kitchen;38;3,75;Coffee;Barista Espresso
2166;04.01.2023;19:09:34;1;Hell's Kitchen;61;4,75;Drinking Chocolate;Hot chocolate
2167;04.01.2023;19:11:18;1;Astoria;39;4,25;Coffee;Barista Espresso
2168;04.01.2023;19:13:09;1;Astoria;57;3,1;Tea;Brewed Chai tea
2169;04.01.2023;19:18:23;2;Astoria;58;3,5;Drinking Chocolate;Hot chocolate
2170;04.01.2023;19:18:23;1;Astoria;71;3,75;Bakery;Pastry
2171;04.01.2023;19:22:43;2;Astoria;30;3;Coffee;Gourmet brewed coffee
2172;04.01.2023;19:23:15;1;Hell's Kitchen;58;3,5;Drinking Chocolate;Hot chocolate
2173;04.01.2023;19:24:27;1;Hell's Kitchen;59;4,5;Drinking Chocolate;Hot chocolate
2174;04.01.2023;19:24:54;1;Astoria;54;2,5;Tea;Brewed Chai tea
2175;04.01.2023;19:26:24;1;Astoria;59;4,5;Drinking Chocolate;Hot chocolate
2176;04.01.2023;19:27:41;2;Hell's Kitchen;30;3;Coffee;Gourmet brewed coffee
2177;04.01.2023;19:36:05;1;Astoria;49;3;Tea;Brewed Black tea
2178;04.01.2023;19:37:52;1;Astoria;49;3;Tea;Brewed Black tea
2179;04.01.2023;19:39:24;1;Astoria;22;2;Coffee;Drip coffee
2180;04.01.2023;19:39:24;1;Astoria;72;3,25;Bakery;Scone
2181;04.01.2023;19:40:21;2;Hell's Kitchen;50;2,5;Tea;Brewed Black tea
2182;04.01.2023;19:41:01;1;Hell's Kitchen;60;3,75;Drinking Chocolate;Hot chocolate
2183;04.01.2023;19:41:19;1;Astoria;59;4,5;Drinking Chocolate;Hot chocolate
2184;04.01.2023;19:43:39;2;Astoria;51;3;Tea;Brewed Black tea
2185;04.01.2023;19:49:12;1;Hell's Kitchen;37;3;Coffee;Barista Espresso
2186;04.01.2023;19:49:12;1;Hell's Kitchen;70;3,25;Bakery;Scone
2187;04.01.2023;19:49:13;1;Astoria;55;4;Tea;Brewed Chai tea
2188;04.01.2023;19:49:24;2;Astoria;47;3;Tea;Brewed Green tea
2189;04.01.2023;19:49:24;1;Astoria;74;3,5;Bakery;Biscotti
2190;04.01.2023;19:49:34;1;Astoria;57;3,1;Tea;Brewed Chai tea
2191;04.01.2023;19:49:34;1;Astoria;74;3,5;Bakery;Biscotti
2192;04.01.2023;19:51:51;1;Astoria;33;3,5;Coffee;Gourmet brewed coffee
2193;04.01.2023;19:52:39;2;Hell's Kitchen;34;2,45;Coffee;Premium brewed coffee
2194;04.01.2023;19:57:35;2;Hell's Kitchen;44;2,5;Tea;Brewed herbal tea
2195;04.01.2023;19:59:02;1;Astoria;57;3,1;Tea;Brewed Chai tea
2196;05.01.2023;07:00:26;1;Lower Manhattan;48;2,5;Tea;Brewed Black tea
2197;05.01.2023;07:06:34;2;Lower Manhattan;54;2,5;Tea;Brewed Chai tea
2198;05.01.2023;07:11:08;1;Lower Manhattan;49;3;Tea;Brewed Black tea
